Date,Open,High,Low,Close,Adj Close,Volume,slowk,slowd,K - D,upperband,middleband,lowerband,band width,macd,macdsignal,macdhist,rsi,obv
2010-01-04,136.28,136.61,133.14,133.9,133.9,152010860,,,,,,,,,,,,152010860.0
2010-01-05,133.25,135.48,131.81,134.69,134.69,177129120,,,,,,,,,,,,329139980.0
2010-01-06,134.63,134.73,131.65,132.25,132.25,143619540,,,,,,,,,,,,185520440.0
2010-01-07,131.96,132.32,128.8,130.0,130.0,220602480,,,,,,,,,,,,-35082040.0
2010-01-08,130.7,133.68,129.03,133.52,133.52,196676580,,,,136.14822709835337,132.872,129.59577290164665,0.049314033029582746,,,,,161594540.0
2010-01-11,132.73,132.8,129.21,130.31,130.31,175733360,,,,135.77024335464375,132.154,128.53775664535624,0.05472771697631183,,,,,-14138820.0
2010-01-12,129.06,129.82,126.55,127.35,127.35,181963800,,,,134.9020189752916,130.68599999999998,126.46998102470833,0.06452135615584899,,,,,-196102620.0
2010-01-13,128.07,129.71,125.75,129.11,129.11,214557120,,,,134.0863276927295,130.058,126.02967230727047,0.06194663446661508,,,,,18454500.0
2010-01-14,129.18,130.38,126.4,127.35,127.35,195768700,,,,134.10705492432757,129.528,124.94894507567241,0.07070370768216261,,,,,-177314200.0
2010-01-15,129.35,129.65,127.06,127.14,127.14,307655260,,,,130.75564214695012,128.252,125.74835785304991,0.03904254353850398,,,,,-484969460.0
2010-01-19,126.2,128.0,124.33,127.61,127.61,178002320,,,,129.14142785757096,127.71199999999999,126.28257214242903,0.022385176922622214,,,,,-306967140.0
2010-01-20,127.18,129.2,125.08,125.78,125.78,181630660,,,,129.52641349366573,127.39799999999998,125.26958650633422,0.03341360921938734,,,,,-488597800.0
2010-01-21,127.27,128.15,125.0,126.62,126.62,199522920,23.84615384615388,21.491977731821752,2.3541761143321267,128.195221988702,126.89999999999998,125.60477801129794,0.020413270113507204,,,,,-289074880.0
2010-01-22,125.6,127.67,120.76,121.43,121.43,231556360,15.188261351052072,19.826160311796453,-4.637898960744382,130.170761048588,125.71599999999998,121.26123895141198,0.07087023208800797,,,,,-520631240.0
2010-01-25,122.03,122.28,118.12,120.31,120.31,240621060,15.973243889225278,18.335886362143746,-2.362642472918468,130.1928349283554,124.35,118.5071650716446,0.09397402377732865,,,,26.031746031746067,-761252300.0
2010-01-26,120.05,122.98,119.06,119.48,119.48,191352140,11.506912792052596,14.222806010776651,-2.715893218724055,128.55792286544855,122.724,116.89007713455145,0.09507387088831117,,,,25.236078596417432,-952604440.0
2010-01-27,120.99,123.33,118.8,122.75,122.75,295305460,22.240348015225663,16.573501565501182,5.666846449724481,127.12748540271394,122.11800000000001,117.10851459728607,0.08204335810796008,,,,33.81866444091398,-657298980.0
2010-01-28,124.46,127.2,122.8,126.03,126.03,545861240,39.153905904025095,24.300388903767786,14.853517000257309,126.58997167747368,122.0,117.41002832252632,0.07524543733563417,,,,41.120035165046374,-111437740.0
2010-01-29,129.74,131.85,124.14,125.41,125.41,589579520,53.1547146338717,38.18298951770749,14.971725116164208,128.0472794631398,122.796,117.54472053686021,0.08552851010032567,,,,40.21684459392382,-701017260.0
2010-02-01,123.22,124.86,113.82,118.87,118.87,755486340,49.902642759221386,47.40375443237273,2.4988883268486575,128.39279260467188,122.508,116.62320739532811,0.09607197251888672,,,,32.18596381636821,-1456503600.0
2010-02-02,118.86,118.98,114.4,118.12,118.12,461699720,34.98447530935268,46.013944234148596,-11.029468924795914,128.74779360852347,122.23599999999999,115.72420639147651,0.10654461220137237,,,,31.4113069218537,-1918203320.0
2010-02-03,117.09,119.61,116.56,119.1,119.1,248180240,27.047513403586667,37.31154382405359,-10.26403042046692,128.42901206123432,121.506,114.58298793876567,0.11395341894613145,,,,33.65818604750501,-1670023080.0
2010-02-04,118.61,120.33,115.74,115.94,115.94,255678240,21.630615640599043,27.887534784512805,-6.256919143913763,125.81649302756882,119.48800000000001,113.1595069724312,0.1059268383029059,,,,30.220440967036055,-1925701320.0
